classification_ethnologue,classification_glottolog,classification_wals,code_glottolog,code_iso,code_wals,description,ethnologue_family,glottolog_family,id,jsondata,latitude,long_extinct,longitude,markup_description,name,number_of_speakers,pk,recently_extinct,txt,wals_family,wals_genus,wordlist_pk,year_of_extinction
"Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Ibero-Romance,WestIberian,Asturo-Leonese","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,SouthwesternShiftedRomance,WestIbero-Romance,Asturo-Leonese",IE.ROMANCE,mira1251,mwl,,,Indo-European,Indo-European,MIRANDESE,{},41.54,False,-6.38,,Mirandese,15000,4100,False,"MIRANDESE{IE.ROMANCE|Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Ibero-Romance,WestIberian,Asturo-Leonese@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,SouthwesternShiftedRomance,WestIbero-Romance,Asturo-Leonese}
 1   41.54   -6.38       15000         mwl
1 I	yu //
2 you	tu //
3 we	mos //
11 one	uNa, u* //
12 two	dues, dous //
18 person	umano //
19 fish	peixe //
21 dog	perro //
23 tree	arbores, teixo //
25 leaf	foLa, fueLa //
30 blood	sangre //
31 bone	osso //
39 ear	oureiLa //
40 eye	oLo //
41 nose	nariC //
43 tooth	die*nte //
44 tongue	Lengua //
47 knee	geolho //
48 hand	mano //
51 breast	peito //
54 drink	buber //
57 see	ber //
58 hear	ubir //
61 die	morrer //
66 come	benir //
72 sun	sole //
74 star	streiLa //
75 water	auga //
77 stone	piedra //
82 fire	fogo //
85 path	camino //
86 mountain	munta5a //
92 night	nuite //
95 full	txeno //
96 new	nobo //",IE,ROMANCE,4100,
"Indo-European,Italic,Romance,Italo-Western,Italo-Dalmatian","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,Italo-Dalmatian,ItalianRomance",IE.ROMANCE,neap1235,nap,itn,,Indo-European,Indo-European,NEAPOLITAN_CALABRESE,{},39.23,False,16.42,,Neapolitan Calabrese,5700000,4101,False,"NEAPOLITAN_CALABRESE{IE.ROMANCE|Indo-European,Italic,Romance,Italo-Western,Italo-Dalmatian@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,Italo-Dalmatian,ItalianRomance}
 1   39.23   16.42     5700000   itn   nap
1 I	iy3, i //
2 you	tu //
3 we	nuy3 //
11 one	un3 //
12 two	doye, duy3 //
18 person	kr3styan3 //
19 fish	peS3 //
21 dog	kan3 //
22 louse	p3ruky3 //
23 tree	ab3r3, arb3r3 //
25 leaf	foy3 //
28 skin	pEl3 //
30 blood	sang3 //
31 bone	wos3 //
34 horn	korn3 //
39 ear	reky3 //
40 eye	woky3 //
41 nose	nas3 //
43 tooth	dEnte //
44 tongue	lengw3, leng3 //
47 knee	d3nuky3 //
48 hand	man3 //
51 breast	pyetE //
53 liver	fExat3, fexat3, fekat3 //
54 drink	vEb3r3, veb3r3 //
57 see	v3rE, v3re //
58 hear	s3nti //
61 die	muri //
66 come	v3ni //
72 sun	sol3 //
74 star	stel3 //
75 water	akw3 //
77 stone	prEt3 //
82 fire	fok3, fwok3 //
85 path	strat3 //
86 mountain	munta53 //
92 night	not3 //
95 full	kin3 //
96 new	nwov3 //
100 name	nom3 //",IE,ROMANCE,4101,
"Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Gallo-Romance,Gallo-Rhaetian,Rhaetian","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Rhaetian",IE.ROMANCE,ladi1250,lld,ldn,,Indo-European,Indo-European,NONES,{},46.37,False,11.03,,Nones,31000,4102,False,"NONES{IE.ROMANCE|Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Gallo-Romance,Gallo-Rhaetian,Rhaetian@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Rhaetian}
 1   46.37   11.03       31000   ldn   lld
1 I	mi //
2 you	ti //
3 we	noi autri, noi autre //
11 one	un //
12 two	doi //
18 person	om //
19 fish	pes //
21 dog	cain, Cain //
22 louse	piocEl, pioCEl //
23 tree	arbol //
25 leaf	foya //
28 skin	pEl //
30 blood	saNk~ //
31 bone	os //
34 horn	korn //
39 ear	rekla //
40 eye	ocEl, oCEl //
41 nose	nas //
43 tooth	dEnt~ //
44 tongue	lENg~a //
47 knee	zinocEl, zinoCEl //
48 hand	man //
51 breast	livEr //
53 liver	fica, fija //
54 drink	triNk~ar, bevEr //
57 see	vedEr //
58 hear	sent~ir //
61 die	morir //
66 come	vEnEr //
72 sun	sol //
75 water	aka //
77 stone	sas //
82 fire	fec, feC //
85 path	strada, sent~er //
86 mountain	mont~ //
92 night	not //
95 full	plen //
96 new	neo, nea //
100 name	nom //",IE,ROMANCE,4102,
"Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Gallo-Romance,Gallo-Rhaetian,Rhaetian","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Rhaetian",IE.ROMANCE,ladi1250,lld,ldn,,Indo-European,Indo-European,NONES_FASSANO,{},46.61,False,11.89,,Nones Fassano,31000,4103,False,"NONES_FASSANO{IE.ROMANCE|Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Gallo-Romance,Gallo-Rhaetian,Rhaetian@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Rhaetian}
 1   46.61   11.89       31000   ldn   lld
1 I	Ze //
11 one	uN //
18 person	om //
19 fish	peS //
21 dog	Ta5 //
22 louse	poye //
25 leaf	foa //
28 skin	pel //
30 blood	saNk //
31 bone	os //
34 horn	korn //
39 ear	ureya //
40 eye	eye //
41 nose	nEs //
47 knee	Z3neye //
48 hand	ma5 //
51 breast	pyet //
53 liver	neygEr //
54 drink	beyver //
57 see	veder //
58 hear	sentir //
61 die	mori //
66 come	ve5ir //
72 sun	soreye //
74 star	Steyla //
77 stone	sas //
82 fire	fek //
85 path	StrEda //
86 mountain	krepa //
92 night	net //
95 full	pye5 //
96 new	nef //
100 name	inom //",IE,ROMANCE,4103,
"Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Gallo-Romance,Gallo-Rhaetian,Rhaetian","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Rhaetian",IE.ROMANCE,ladi1250,lld,ldn,,Indo-European,Indo-European,NONES_GARDENESE,{},46.61,False,11.89,,Nones Gardenese,31000,4104,False,"NONES_GARDENESE{IE.ROMANCE|Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Gallo-Romance,Gallo-Rhaetian,Rhaetian@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Rhaetian}
 1   46.61   11.89       31000   ldn   lld
1 I	ye //
2 you	tu //
3 we	n3ws //
11 one	uN //
12 two	doy //
18 person	womo //
19 fish	p3S //
21 dog	Ta5 //
22 louse	podl //
23 tree	l3N //
25 leaf	pleCa //
28 skin	pel //
30 blood	saNk //
31 bone	os //
34 horn	korn //
39 ear	ur3dla //
40 eye	wedl //
41 nose	nEs //
43 tooth	d3nt //
44 tongue	l3Nga //
47 knee	Z3nodl //
48 hand	ma5 //
51 breast	pyet //
53 liver	foSk //
54 drink	bev3r //
57 see	ud3y //
58 hear	awdi //
61 die	muri //
66 come	uni //
72 sun	sur3dl //
74 star	St3yla //
75 water	Ega //
77 stone	sas //
82 fire	fwek //
85 path	StrEda //
86 mountain	kr3p //
92 night	nwet //
95 full	pl35 //
96 new	nwef //
100 name	inwem //",IE,ROMANCE,4104,
"Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Ibero-Romance,Oc","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,SouthwesternShiftedRomance,Occitanic",IE.ROMANCE,occi1239,oci,occ,,Indo-European,Indo-European,OCCITAN_ARANESE,{},42.72,False,0.84,,Occitan Aranese,218310,4105,False,"OCCITAN_ARANESE{IE.ROMANCE|Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Ibero-Romance,Oc@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,SouthwesternShiftedRomance,Occitanic}
 1   42.72    0.84      218310   occ   oci
1 I	Zu, ieu //
2 you	ti, tu //
3 we	nuzati //
11 one	iN, uN //
12 two	dis, dues //
18 person	persuno //
19 fish	peiS //
21 dog	kaN //
23 tree	arbe //
25 leaf	ueLo //
28 skin	pEt, pEC //
30 blood	saN //
31 bone	os, uas //
34 horn	korno //
39 ear	aureLo //
40 eye	ueL //
41 nose	nas //
43 tooth	den //
44 tongue	leNg~uo, leNg~o //
47 knee	ZuL, juL //
48 hand	maN //
54 drink	bEbe //
57 see	be8e //
58 hear	ent~ene //
61 die	muri //
66 come	bie //
72 sun	su, sulei //
74 star	estelo //
75 water	aixuo, aixo //
77 stone	pEiro //
82 fire	uek //
85 path	kursEro, kamiN //
86 mountain	munt~a5o //
92 night	ne, nuei //
95 full	pleN //
96 new	nau //
100 name	nom //",IE,ROMANCE,4105,
"Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Gallo-Romance,Gallo-Italian","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Italian",IE.ROMANCE,piem1238,pms,itu,,Indo-European,Indo-European,PIEMONTESE_1,{},45.0,False,7.67,,Piemontese 1,700000,4106,False,"PIEMONTESE_1{IE.ROMANCE|Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Gallo-Romance,Gallo-Italian@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Italian}
 1   45.00    7.67      700000   itu   pms
1 I	mi //
2 you	ti //
3 we	nui, nuyautri //
11 one	un //
12 two	doe //
18 person	om //
19 fish	pes //
21 dog	kan //
22 louse	piEC //
23 tree	arbra //
25 leaf	fEya //
28 skin	pel //
30 blood	saNh~ //
31 bone	os //
34 horn	corn //
39 ear	oriya //
40 eye	EC //
41 nose	nas //
43 tooth	dent //
44 tongue	leNga //
47 knee	ginoy //
48 hand	man //
51 breast	pet //
53 liver	fidigh~ //
54 drink	bEive //
57 see	vedde //
58 hear	senti //
61 die	mEire //
66 come	vni //
72 sun	sol //
74 star	stEila //
75 water	eva //
77 stone	pera //
82 fire	fE //
85 path	stra //
86 mountain	monta5a //
92 night	nEit //
95 full	pyen //
96 new	nEv //
100 name	nom //",IE,ROMANCE,4106,
"Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Gallo-Romance,Gallo-Italian","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Italian",IE.ROMANCE,piem1238,pms,itu,,Indo-European,Indo-European,PIEMONTESE_2,{},45.0,False,7.67,,Piemontese 2,700000,4107,False,"PIEMONTESE_2{IE.ROMANCE|Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Gallo-Romance,Gallo-Italian@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Italian}
 1   45.00    7.67      700000   itu   pms
1 I	mi //
2 you	ti //
3 we	nui, nuyautri //
11 one	un //
12 two	dui //
18 person	omo //
21 dog	k3N //
23 tree	arbu //
25 leaf	fEila //
39 ear	uriya //
40 eye	Ey //
47 knee	ginuy //
74 star	stEila //
75 water	eba //
86 mountain	muntin3 //
92 night	nEC //
96 new	nEu //",IE,ROMANCE,4107,
"Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Gallo-Romance,Gallo-Italian","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Italian",IE.ROMANCE,piem1238,pms,itu,,Indo-European,Indo-European,PIEMONTESE_BARBANIA,{},45.3,False,7.64,,Piemontese Barbania,700000,4108,False,"PIEMONTESE_BARBANIA{IE.ROMANCE|Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Gallo-Romance,Gallo-Italian@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Italian}
 1   45.30    7.64      700000   itu   pms
1 I	mi //
2 you	ti //
3 we	nuy, nuyawtri //
11 one	uN //
12 two	duy //
18 person	om //
19 fish	p3s //
21 dog	kaN //
22 louse	puy //
23 tree	Erbu //
25 leaf	foya //
28 skin	pEl //
30 blood	saNg //
31 bone	os //
34 horn	korn //
39 ear	uriya //
40 eye	oy //
41 nose	nas //
43 tooth	deNt //
44 tongue	lENga //
47 knee	Zinuy //
48 hand	maN //
51 breast	pEt //
53 liver	fidik //
54 drink	bEyve //
57 see	v3de //
58 hear	sENte //
61 die	moyre //
66 come	vni //
72 sun	sul //
74 star	stEyla //
75 water	Eva //
77 stone	pEra //
82 fire	fo //
85 path	stra //
86 mountain	muNta5a, mu5t //
92 night	noyt //
95 full	pyEN //
96 new	nov //
100 name	nom //",IE,ROMANCE,4108,
"Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Gallo-Romance,Gallo-Italian","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Italian",IE.ROMANCE,piem1238,pms,itu,,Indo-European,Indo-European,PIEMONTESE_CARMAGNOLA,{},45.3,False,7.64,,Piemontese Carmagnola,700000,4109,False,"PIEMONTESE_CARMAGNOLA{IE.ROMANCE|Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Gallo-Romance,Gallo-Italian@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Italian}
 1   45.30    7.64      700000   itu   pms
1 I	mi //
2 you	ti //
3 we	nuy //
11 one	uN //
12 two	duy //
18 person	om //
19 fish	pEs //
21 dog	kaN //
22 louse	puy //
23 tree	Erbu //
25 leaf	foya //
28 skin	pEl //
30 blood	saNg //
31 bone	os //
34 horn	korn //
39 ear	uriya //
40 eye	oy //
41 nose	nas //
43 tooth	deNt //
44 tongue	leNga //
47 knee	Zinuy //
48 hand	maN //
51 breast	stomi //
53 liver	fidik //
54 drink	bEyve //
57 see	v3de //
58 hear	sENte //
61 die	moyre //
66 come	vni //
72 sun	sul //
74 star	stEyla //
75 water	eva //
77 stone	pera //
82 fire	fo //
85 path	stra //
86 mountain	muNta5a //
92 night	noyt //
95 full	pyEN //
96 new	now //
100 name	nom //",IE,ROMANCE,4109,
